date,AAPL,MSFT,JPM,V,RTX,PG,GS,NKE,DIS,AXP,HD,INTC,WMT,IBM,MRK,UNH,KO,CAT,TRV,JNJ,CVX,MCD,VZ,CSCO,XOM,BA,MMM,PFE,WBA,DD
2009-01-15,2.5688507556915283,14.6416654586792,18.12640953063965,11.314032554626465,23.378849029541016,39.6741828918457,61.98833084106445,7.9267330169677725,18.39308357238769,14.279606819152832,16.929738998413086,9.204463005065918,38.36565017700195,57.38836288452149,18.24905776977539,20.943172454833984,13.353389739990234,27.596664428710934,29.59280014038086,40.15400314331055,44.43313217163086,40.20056533813477,15.92802619934082,11.823220252990724,50.22134017944336,30.48775291442871,39.72053909301758,10.411264419555664,20.20165252685547,14.329307556152346
2009-01-16,2.5365023612976074,14.99933910369873,16.994436264038086,10.862659454345703,24.04224395751953,39.86060333251953,61.33343887329102,7.899727821350098,18.479190826416016,14.02402400970459,17.219202041625973,9.516128540039062,38.522560119628906,57.93412780761719,18.29449462890625,21.45644187927246,13.501212120056152,27.708763122558594,30.38480567932129,40.028564453125,45.04214477539063,41.37233352661133,15.959993362426758,11.830698013305664,51.16470718383789,31.6042423248291,40.62051010131836,10.477124214172363,20.209169387817386,14.169052124023438
2009-01-20,2.4092609882354736,14.06330394744873,13.471929550170898,9.719345092773438,23.223590850830078,39.65346145629883,49.704856872558594,7.450726509094237,17.428646087646484,12.86154079437256,16.321130752563473,8.906651496887207,37.77541732788086,55.92839813232422,18.099796295166016,20.32892608642578,13.205562591552734,26.84703254699707,28.39370346069336,39.54771423339844,42.88860321044922,39.56962203979492,15.912043571472168,11.224954605102539,49.97895431518555,30.041147232055664,38.820594787597656,10.297513961791992,19.4807071685791,13.094354629516602
2009-01-21,2.5519068241119385,14.748207092285154,16.852943420410153,10.122596740722656,23.171833038330078,40.02894592285156,58.68869400024414,7.707296371459961,18.281139373779297,13.908596992492676,16.536369323730472,9.183686256408693,36.7144775390625,62.36854934692383,17.892127990722656,21.077804565429688,13.331833839416506,27.708763122558594,30.0665225982666,39.27593612670898,44.72193908691406,40.69978713989258,16.460735321044922,11.740962028503418,51.924659729003906,31.462831497192386,39.05098724365234,10.465147018432617,19.773591995239254,13.97107982635498
2009-01-22,2.722279787063598,13.020737648010256,17.20296287536621,10.122596740722656,23.03068542480469,39.604793548583984,59.637428283691406,7.7022337913513175,18.057254791259766,13.240789413452148,16.306282043457028,8.878950119018555,36.51274490356445,61.44756317138672,17.814247131347656,22.87846755981445,13.27946949005127,26.08337783813477,28.54174041748047,39.63134002685547,43.91829681396485,40.71364212036133,16.066526412963867,11.494173049926758,51.24988555908203,31.45537757873535,38.9213981628418,10.303499221801758,20.126554489135746,13.556285858154295
2009-01-23,2.722279787063598,13.089221000671387,18.08172035217285,10.15467643737793,22.306133270263672,38.937294006347656,62.89511108398438,7.710675716400146,17.747257232666016,13.191322326660154,16.120735168457028,9.086724281311037,36.12422561645508,61.0518569946289,18.300983428955078,23.593669891357425,12.996152877807615,24.98343086242676,28.068012237548828,39.00416564941406,44.46451187133789,40.22829818725586,16.215690612792972,11.88304615020752,51.12541580200195,31.24696350097656,38.08622360229492,10.447188377380373,20.22418785095215,13.509148597717285
2009-01-26,2.7617154121398926,13.416452407836914,18.245561599731445,9.758292198181152,22.89894676208496,39.194557189941406,62.298988342285156,7.708983421325684,17.96253204345703,12.53175449371338,16.870365142822266,9.266797065734863,36.31101989746094,62.49134826660156,18.03489875793457,23.68623161315918,13.251757621765135,22.88863182067871,27.81635093688965,39.40834045410156,44.75961685180664,40.49177169799805,16.508684158325195,12.189656257629395,51.49227905273438,32.013622283935554,38.56139755249024,9.369539260864258,20.126554489135746,12.48158359527588
2009-01-27,2.795297384262085,13.439282417297365,18.66260528564453,10.11572551727295,23.167131423950195,39.42400360107422,65.70780181884766,7.681979179382324,18.298362731933594,13.751956939697266,16.41761589050293,9.564608573913574,36.45296859741211,62.53228759765625,18.411304473876953,24.468765258789066,13.344152450561525,22.64341926574707,29.52618789672852,40.09825897216797,45.26189422607422,40.574974060058594,15.959993362426758,12.511225700378418,51.70190811157226,32.16994094848633,38.870994567871094,9.471318244934082,20.276756286621094,12.43444538116455
2009-01-28,2.9022045135498047,13.72846794128418,20.59886360168457,10.81912899017334,23.835235595703125,40.453086853027344,73.63370513916016,8.034763336181639,19.1852970123291,14.716564178466795,17.070758819580078,9.703124046325684,36.408145904541016,64.68809509277344,18.67738151550293,25.234464645385746,13.507370948791506,23.11982727050781,30.52544403076172,40.8090705871582,46.32925033569336,41.04644775390625,16.471385955810547,12.623401641845705,51.9181022644043,32.18484115600586,39.90054702758789,9.243812561035156,20.94513702392578,12.670126914978027
2009-01-29,2.8652336597442627,13.386015892028807,18.93814849853516,10.601461410522461,22.90365219116211,40.480873107910156,69.45246887207031,7.763000965118407,18.298362731933594,13.776686668395994,16.328550338745114,9.259873390197754,35.75813293457031,63.11216735839844,18.78121566772461,24.140607833862305,13.41190242767334,22.314138412475586,29.18569183349609,40.61394882202149,44.338951110839844,40.31149291992188,16.103818893432614,11.91296100616455,50.44408798217773,30.30167007446289,40.714111328125,9.052234649658203,20.94513702392578,11.60485553741455
2009-01-30,2.776811122894287,13.013127326965332,18.997730255126953,11.307156562805176,22.579010009765625,37.89433670043945,67.78163909912111,7.638090133666992,17.807533264160156,13.793174743652346,15.979713439941404,8.934358596801758,35.205238342285156,62.52546310424805,18.52811622619629,23.83769416809082,13.156291007995605,21.613534927368164,28.60095977783203,40.20278930664063,44.27617263793945,40.22829818725586,15.912043571472168,11.195040702819824,50.103416442871094,31.492603302001953,38.72700119018555,8.728938102722168,20.58466148376465,10.926103591918944
2009-02-02,2.8193285465240483,13.568655967712402,18.766870498657227,11.449213981628418,22.36728858947754,36.88612747192383,70.16612243652344,7.499674320220947,17.394207000732422,13.99929428100586,16.009401321411133,9.439947128295898,34.794307708740234,62.03426742553711,18.45025062561035,24.52766227722168,13.008468627929688,21.221200942993164,28.71198463439941,40.20278930664063,44.13176345825195,40.14509201049805,16.29559326171875,11.449302673339846,50.24099731445313,30.3686580657959,36.4447021484375,8.914536476135254,20.291772842407227,10.417032241821287
2009-02-03,2.864616870880127,14.078526496887207,17.910438537597656,11.087199211120604,22.72956466674805,37.48410415649414,69.52803039550781,7.815324783325195,17.75586700439453,13.265525817871096,16.269174575805664,9.509204864501953,35.72078323364258,63.77392578125,19.6248779296875,25.024099349975586,13.341068267822266,21.01101493835449,29.0080509185791,40.82301330566406,44.97935485839844,40.82458877563477,16.812328338623047,11.681132316589355,51.177818298339844,31.32885360717773,37.17905807495117,9.100128173828123,20.839996337890625,10.699846267700195
2009-02-04,2.882178544998169,14.177453994750975,17.902990341186523,11.256749153137207,22.36258888244629,36.51763153076172,73.86040496826172,7.727548599243164,16.36088752746582,13.488129615783693,16.128150939941403,9.71212387084961,34.68225479125977,63.33050537109375,19.40423011779785,24.384626388549805,13.057743072509766,21.43838119506836,28.59355354309082,40.39093780517578,44.9542350769043,40.11735916137695,16.306249618530273,11.84565544128418,50.87644958496094,31.554384231567386,36.60309219360352,8.910543441772461,20.276756286621094,10.153069496154783
2009-02-05,2.971832275390625,14.489466667175293,18.27535057067871,12.31299877166748,22.607236862182614,37.07387161254883,77.95767211914062,7.967245101928711,16.11117172241211,14.040512084960938,16.625436782836914,9.97101879119873,36.28114318847656,63.04396057128906,19.53402137756348,24.233163833618164,13.147054672241213,22.145998001098636,28.3344841003418,40.495460510253906,45.990196228027344,40.46403121948242,16.61522102355957,12.227049827575685,52.26531600952149,32.118263244628906,37.11427688598633,8.86773681640625,20.704822540283203,10.285052299499512
2009-02-06,3.072269916534424,14.961291313171387,20.5765323638916,12.695633888244627,23.06832504272461,37.54668426513672,81.08100891113281,8.217065811157228,16.748382568359375,14.78252410888672,17.464122772216793,10.306884765625,37.080562591552734,65.94542694091797,19.968833923339844,24.35095977783203,13.41190242767334,23.31599426269531,29.400354385375977,40.77421951293945,47.02614974975586,40.53336715698242,16.897554397583008,12.74305534362793,52.89736938476562,32.26861572265625,37.71904373168945,9.075668334960938,21.147899627685547,10.256769180297852
2009-02-09,3.1582272052764893,14.793869972229006,20.31587219238281,12.67501449584961,23.345916748046875,36.809661865234375,82.18931579589844,8.063461303710938,16.73977279663086,14.634126663208008,17.137550354003903,10.432832717895508,36.81906127929688,66.41187286376953,19.890953063964844,24.83899307250977,13.030024528503418,22.923662185668945,30.05913352966309,40.76725387573242,46.72478866577149,40.92163848876953,16.721759796142578,12.60096263885498,52.33115005493164,32.178409576416016,38.957366943359375,8.996164321899414,21.027755737304688,10.039945602416992
2009-02-10,3.0140409469604488,14.3068208694458,18.33492851257324,12.338205337524414,22.14145851135254,35.77364730834961,75.90066528320312,7.604328155517577,16.154226303100586,13.166590690612793,16.48441505432129,9.852067947387695,35.65352249145508,63.976806640625,18.826648712158203,23.53477478027344,12.524959564208984,21.662580490112305,28.74898338317871,39.533790588378906,44.652870178222656,39.71522903442383,15.981298446655273,12.002700805664062,50.13203048706055,30.23117446899414,36.77588653564453,8.604762077331543,20.30678939819336,9.757131576538086
